Token,SKU,GTIN,Price,Quantity
DH4S5Z5LLQNMI4VEG5V37UFW,,810075314816,25.0,0
5IC2AQBHOR5O4H2BAQVLYJZS,,196074643387,140.0,0
NODLK4B67PEVNE2WLRJGQBUJ,,196074643400,140.0,0
2H2S2HA2PE6PZ26C6T2HUERK,Z498705,,27.99,0
VAO3STMVGR4NARJ5MNQW4N4G,Z166038,,60.0,0
26WLCOGD5SGX3NEW53SQG7GA,372665B,,60.0,0
32V27IBFBYPAPNEMD37744HI,N020272,,72.0,2
5ZJGK6YHDUGOGCEJBIRLVIGN,129033H,,72.0,1
HFW2HE67JCRAE7LA3B2ZRS55,3471703,,50.0,0
ZFTCNP5X4KFUOR6SBZC47QNE,,,72.0,0
UDC7GPSECSGOO4HXW6CSLXM6,152599D,,64.0,1
NOWRMAH25J7MAJFGSZBWQENT,3026897,,64.0,1
BI2AOGGX3CW2A3I2M4I4B6A4,149750L,,64.0,0
SUFMWAA6UGFKXYZMJC37BJDC,130544D,,29.99,2
P6QDCNYZ335IVFE4NYUEMNQQ,501521W,,29.99,0
YQPLW6KIVPGS2RNCV5AMLG7J,A634111,,29.99,2
A4YVW4IQ472VDZUDMM6FDTME,G525172,,29.99,0
5UVUNIW6UF2K3J2FLVYPKJ5D,9887224,,29.99,0
AE2GOZZ3BDUPVHA3NOR4WWL6,K435569,,27.99,0
MVX33NS77CN6YU54Y2RBOQAK,8748659,810075316742,35.0,5
T7BIC5DGJ3SAGDDPARW5ZWLI,V964791,810075313994,35.0,0
IBGK7XU5Z4ZEDXBNMVJEPUR6,5936533,810075317008,35.0,1
N3457MZQQ74A5WIZV34IDOYV,5278509,810075310986,35.0,0
ZBLPWHAFEOBAXLU5NEERN6ZG,,810075310993,35.0,3
HLJ3Q4SVLJUHPBCATSNCJFZU,,810075311020,35.0,3
MCK7ZP2SLG22PN7BJSD253F4,X637829,190340040405,69.99,0
SSB46CJ6DBLMW6LUYQ4JGOMT,Z530053,190340040429,69.99,0
BT7DJOFHAUX7W5CJ72ZE2P7Y,4001150,190340040436,69.99,0
YP5EPMLFADABSFVVAIN5PNBR,G560614,190340045493,69.99,1
IVE7WVIYM723E5B6HBIEAZA2,P071402,190340045516,69.99,2
ZYOPIZJVCTDOYLLXNGF6GIZZ,C775338,190340045523,69.99,1
3W4KIYAVT3LOR7SVZJZZJILK,BIRC00036,196652195628,110.0,1
B6EZ62QBLNX22NWOLHIDFXCJ,,196652197011,139.99,0
KSNPESNYU6OBBVL3V54HECSE,,196652197073,139.99,0
3UDIQZHRIXDYYL2B4F2BZ4CV,BIRC00019,195719222079,175.0,0
WUFGCQ46E6GH3RA2DXNZIESU,00489614,856297006177,15.99,1
5ZM66KRTPSKZZV564ZEYPYMQ,,196565541987,165.0,0
LNADOIZX3V6KVO4RAOLAHUVY,,196565542021,165.0,0
F5SS3HVWANOPH4PAEKRKRSVB,,196565541932,165.0,0
S5I4MWHFZCEMFSLQKVPOCRVU,,196565541925,165.0,0
WPAMV3PM7BE2AQSGCFRG2KFK,,196565541994,165.0,0
FM4APJTKLX32EFTKZWIVPOP6,,196565553454,165.0,0
X2FQEKJQL3WB5FO265COOFVS,,196565553447,165.0,0
6BFUY5IBWAZLIKCRPF73XHDN,,196565553478,165.0,0
XKQC2WRS7ZU7UNU567PPOOUH,,196565553461,165.0,0
CXNNXR6R2DC3FD4O72Q5UJRG,,196565553393,165.0,0
ZDJ4XZRR6QXHHLSEG5ITPZRP,BIRC00020,196074844487,90.0,0
QHKU2AWQ6QQ6RRT5LIF3RBJE,,196074845934,140.0,0
QP7EKPZVSFPZQIN2KVDV37HP,BIRC00004,195019453173,180.0,0
EDHCB3U7RTYJ45P5OZLDJFYO,BIRC00003,195019453142,180.0,1
VUZ6KCQJRUWGL4ZR5ZGNSVB5,,780207222411,39.99,0
RDH4XOFAA5BQHOZQ65VVHH3Y,859926X,840557153961,9.0,1
CTNN2SVYAWOLXUOXY4FELGC3,6282371,765347958499,50.0,0
PATDZADEYMTM6X3I6VZ7YZRB,J344973,765347958505,50.0,0
35AY5UXAHJUL7V2VCD3FPUNJ,2091790,7653479585512,50.0,0
43MW5HHHN2F6FFLW2EIFMCMV,D507774,765347958529,50.0,0
3ULZ4WIIVDSLVR3F6BIMEEG3,,196565537027,155.0,0
XSIPM54LRTWQ3J7GCDBFCM6T,,196565536884,155.0,0
RPOXBYZNMR5NDFRSQRMYU5O6,,196565536969,155.0,0
SXRBUKM66ZWGXLEQK7EZNHDN,,195719628802,165.0,0
AHDGLI6WTQPM4YQOKFO6LZAR,,811660022802,9.0,0
ZWUFXJXZFECMLAYIRNUG2ZGG,J369340,717064965489,42.0,1
LMWIP57ZXY3XBGHMFPVMIRKE,H895305,717064965557,32.0,1
YLAJC3NCDWTC6ZZBC3KMZ2NR,E555600,717064974146,40.0,1
6GQAM3S4EEFIGST5NYZF4JI3,00479462,717064903030,44.0,1
6UW4ZZYCHZPT7RRDYOJVDVQQ,00556804,717064930562,44.0,0
E32DQV5NZ3EQAURRC5E3FW7R,00603256,717064946631,130.0,0
VBLWMOUZD3CPORW3APXBL6EF,9222240,717064961573,110.0,1
UVRXQ5BURDPCTR77OMFGOQLO,00579933,717064930609,27.0,1
L3EKWTUI6BOPGE74PSLRGHIY,7750784,717064965526,27.0,1
JRJ57JHHLPBQKMEFPCZMFHPT,00623773,717064941483,33.0,0
JKAAT6SV6PZ6PL4KQL6YFFNG,336073M,717064965472,33.0,1
34GU263P4EDOTASSRFAHHMOH,00592291,086301823371,59.99,1
E5JD5FWRRXK4KBHULOHSCOEX,00592345,086301823272,59.99,2
S6R2OLG452O2S6HHSM2XIKUF,00351416,086301320061,59.99,2
S2HLT2VKWOR6MHHAEE6W7J5P,00592352,086301823289,59.99,4
XODJX66PD35JS2AWVBF65NUC,00351430,086301320085,59.99,0
NNDEJW7P7P4F4WLBA2RBISWU,00592314,086301823395,59.99,3
MZP2OI4WQQY7DKIQAOGKTVYH,00592369,086301823296,59.99,6
53NSJSWMRMMDPZCLERZTCFHS,00351454,086301320108,59.99,2
RVMDBHKV4MVSJBIFIJGHMBI7,00592376,086301823302,59.99,4
7W6M25SWKN3MOH3VFGC27S7I,00351478,086301320122,59.99,1
HFTTY6K6XERJ3KLW4W4EHQOU,00592338,086301823418,59.99,3
UO75MFE3ZUYXA2E3PYE7A4WW,00592383,086301823319,59.99,2
4ZMQNE6M7SQLNQZQ3GLIVA3J,00351393,086301320146,59.99,1
NMBSZOKLIVY747C7MS5BAAQC,,810075310221,35.0,0
HAE6YS7ZURRKL654MRJJAH3J,G513211,680168539156,35.0,0
AQRVO33CMLF5NQDVVB5WLXZE,T365634,810075310214,25.0,0
35JD7O5XWFBOVF7JWXTBFF3W,870624V,810075310207,25.0,0
6RLU2GQ3DPXY2IBR52JFXFI2,,705911703650,25.0,0
DFAZ2XUTPEHXX3QYTUTWCK7T,,810075310344,35.0,0
WPHCNXJLEC3HLBOB7I34CK5R,9300768,810075314014,35.0,0
LXDNXCAEH4HZQWZOTWC56ABG,615523K,,39.99,0
M2CA5DKJRP567L2TZEPAW5W3,6124908,,30.0,0
3EQQFAVVDPWX4QRFP56GBMUP,E718680,,34.99,0
VNGKXNVPXTWBUL5YKUYJPHAD,5528121,,30.0,0
OL263XRJ4ZU2M325V7YRAUXI,634874J,,34.99,0
X5ISKCFJJHG2HGWE7P23ZVM5,737622X,,34.99,0
FRLNVO462CV6JBNOADWQL2OO,433767V,,39.99,0
2VF5UWOWQFHZPRJ3Y4C6XNIS,713567V,,30.0,1
DUIAYXJRGLKP2YOJ4OFDJZXY,,,42.99,0
4HZMMYLSGLWLRBO5IKLSLV4L,6689613,,42.99,0
LTG2V6IDQU2MGVXGW2ZSEI45,784180L,,35.0,0
Z5Z4WYFKE44LZSVNBQIJEFAP,138978Z,,44.99,0
L526Y65JNWWCAF57MQ3TCP3R,392228S,,44.99,0
CKLUSKTRXTQZ2SXBREQMEY55,F252526,,44.99,0
TWD34IU276FXP422TVWY4XOK,D449612,,49.99,0
YQ7USQYAO4JNMOTX4NI4DCWS,G774912,,49.99,0
V6IA3PDLJIH4TDMQZ3CCEHGE,6073073,,49.99,0
5J7TIVHM5JS62T4UCE3NXXO6,A527571,,44.99,0
JCPWSX65QDITDVKL2YZF22MX,1209834,,44.99,0
6LSDSKWNG2KYZX64A7VNQZVS,8770011,,44.99,0
TLN5AP3HW235SAID5XKL3NVQ,7546193,,44.99,0
C463CRK637LW3YRREA3ETLX4,H010217,,44.99,0
Z7K7OZ3JD4V6MTDNGANTWW2F,917623C,,49.99,0
H2D7IFHXQL3P3MLM47X6IOCO,H489692,,49.99,0
RRLAVLMKZEE4CMZ4IT755CWQ,394804W,,49.99,0
PS5SFI5FGOPSRVWEXD42HTDE,5913508,,49.99,0
X5WGMWVRHXUD2STANX3RRUIW,251012P,,49.99,0
3PCWDP7M5VYTN7MBFWEC5YPU,D798314,,44.99,0
UVVOJVM6AXFA4PUT25OFC3IS,842619W,,44.99,0
7EEYJURPSKB3G5R6NVKCUTBT,143670G,,44.99,0
BTPR6STA3XI6PVE6OJZNELYO,437305K,194389021562,64.99,2
XCAIA5TI42DHSLPVJJ6XQ2IS,L687257,,32.99,1
NF4ILTGFGEMJGLYXQVXZU72O,,195019451995,140.0,0
YIO7TPYSG5FMKTBBZPQFWOUU,Y216184,852885008776,15.99,2
QPHKAATKST2FWI5PEGIPQEN4,,,,0
H67QP7VNY5XY4VJXLHEPNEEO,1913726,717064968718,20.0,0
FMNLLJSBTZSOFEVG7BMOWNO3,V013867,765347959205,55.0,0
IXPMA3ORVYEI5XUCYKLMBVFY,884259J,,14.99,0
VBPFBHSE4H2AVHZZFIYIZSZI,,196565163028,155.0,0
OKVA6UGVG74FO3BHL2RVBWCM,,196565163042,155.0,0
HR5ZERASJ6V5M7T2DNUH6ILC,,196565162991,155.0,0
EIY2RORC2UMW7OBHFCVC7SM4,BIRC00012,195394320749,160.0,1
YGBS3P6PJFS7MT72ANHLQ4Z7,BIRC00010,195394320718,160.0,1
MQ3JXBRDUSTGBMPTULWZJVDQ,BIRC00015,195394320909,160.0,-1
KBHA3O7XQFZ2UBEM3WUS54GD,BIRC00009,195394305739,160.0,0
ONMKK5G42VBYKHG2D3XDI5P6,BIRC00008,195394305708,160.0,1
RGQQEK4CUUZGTU3UFRX5UQBW,BIRC00006,195394305524,160.0,1
6ACG7CZZQ4G6SMNGBEKJYY5C,BIRC00007,195394305562,160.0,1
UXQ6USF7T3AXUQIAIWAGCBQC,,196565554000,165.0,0
VEBQMCAPXMQ24KWHCZ3VKNQU,,196565397317,165.0,0
R2XHAELCEWPRXSB7BO67KHEV,,196565397331,165.0,0
ZSJSHH4EXWLET3K3EZOXYTCR,,196565554857,165.0,0
GDKEUXWE7C43ZFD57H7CUMM4,,196565554840,165.0,0
MA3RAQSWVNM75W4Z76P2RNRV,,196565554710,165.0,0
TOIQQ7FR62Q674F4SQ3EORUL,,196565554796,165.0,0
WF6G2G4Q37OM7XR5WODJXEGE,407640D,,59.99,0
ZAFFJPRXTEV4QH4CO4MTCCPK,7151444,,59.99,0
FNZZG4PDAR25OSLB2ATVXLYS,Y973145,812172027118,20.0,6
JDVDTNSXPEY4PWF2CF3YF2UL,7033710,812172027101,20.0,2
PKGLYV5VNYTPM7234DEKAFO4,V634316,812172027088,20.0,2
65PXY5WE5QZB5NL2TXT3PLGX,,195018082718,150.0,0
D2U2SRDYQZIDYO3VAWDZAXOC,,195018082701,150.0,0
4Y2TAIP7BCRS7BCHPMRZUKII,,195018082725,150.0,0
JQHGLKMK546T2YJWPWDF34HI,,195018082732,150.0,0
WVW7VI35XWYSLS4Z77MRXHTR,,195018082749,225.0,0
LAGMGEEVS6UPTECYKCE643XF,,195019434400,170.0,0
5ZTW7EL5OJJTIHIMNPPI6D6L,,196565369734,165.0,0
ZQJ7H4HRFGPOCQYDPCZPWFOF,D318641,852982005326,2.95,15
H44OKTHRB6HO25SAVKEGMAX4,BIRC00038,889961589805,110.0,0
AQMMOEHBGBWVHKEXQEW5HGQ3,,196565537294,155.0,0
LN2K64UWITFDM5FZIIUKHAR2,5600050,,72.0,0
JUPW7HUYZHYENQ2QK6WXZ5OQ,Y880014,,72.0,0
HFJ7EIZXEO7YJRA7OW2SKL53,00591195,709081944462,50.0,1
AB34GONQWOCMNT35LEPHL3ZO,C193909,,75.0,0
SETB65GTL2XBZJY2LPSL3FRY,423725T,,75.0,1
PWTILVO2RWHIDGQLNU2NGNMG,B598656,,75.0,1
R4WMI7ZTILDNLSG7RYYPMXH3,6532734,,75.0,1
MX5V4YIH2BOZY5HM74QYFAKZ,L878676,,75.0,0
T4HAF2QPZGC2WDMK2EN5RBAE,,196074993475,130.0,0
JSQSS2SQ473FUSX4QXNUUTRS,M563611,040232377730,12.99,0
YZ4IMPR2LIRK2WBUSLZAZOAE,S755113,,20.0,0
CWY2WUN5EZZ5CYST6UQGB6GQ,T688264,854672007054,13.95,0
GDTT6QV654KWVKHDI2XROO67,6526234,854672007375,13.95,0
4SCHIW3JPAPYRSIPJ6ZPSYUT,L146207,854672007078,13.95,1
LWGGES4UVJ5DCE57INH4Y252,8379380,850022952227,14.95,1
D5PTLMBR4OJTCROVZ53JUMXZ,M480898,850022952234,14.95,1
PW5GVF4VUILCXNAFMOXDMCXB,7051860,854672007580,15.95,3
GG2RKPKSFEWQNUJ2OVONSIGT,G006736,850022952630,9.99,1
PDJCTEAZLTB2J3TAVWMKML3J,388789S,850022952562,9.99,2
NPIWIILY56KK4LWEWCA2RM6Y,1307721,850022952609,9.99,1
36OU3NN7J4ADDD76YSQQCOUE,F814819,850022952579,9.99,1
CK3JYDBCYKXEOCYETOE3VDGO,424560L,850022952586,9.99,0
6SBQW7DCGNYVZ4UBLZ3UE6EK,5052264,850022952593,9.99,1
NJKEMTXPB63I2Q7QUVSSKZL4,,196565179890,165.0,0
FTNM2EWAAEZZ6OYGEXLW3V3K,,196565537928,155.0,0
47LGCMLFS5A3CH5X4D4ZYVTQ,Z284764,,57.0,0
WEONYWHKRCYAJPQMQDWBUJUG,8238946,,57.0,0
TCUX5RE7MLCXWEG7JFYZI3NE,T031725,,57.0,0
BXPJMQKFFXH2L5R3SARR4KQY,L263372,,57.0,0
6NHPT6DMGMCPOUKJPICBNEEP,5029393,,57.0,0
LVUK244CE6TJ2FEAWZIFSFTK,R353902,,68.0,0
IXZTN344MPTKGTRUKC3ZAJEO,E579213,,68.0,0
BLR37BUNORJLH5OVWQXKMUGA,P628009,,68.0,0
TGHEBNEGRNQ2574RCT5HHWGC,8791354,,68.0,0
M25QCNN73ZIVWV2BM6RCESXI,E773070,,68.0,0
5GFMB7R5UHF3BZBQHSSGSG5R,E217562,,57.0,0
NARZ6HLFWZOLFKHQ6RLFIPXG,7615635,,57.0,0
A46Z5SNPUTLBDJUUI5TGNBC2,539297T,766338229499,11.0,2
FG7ZHKX7LMRAFRTRJKIHTNHJ,T466287,766338341085,11.0,0
WN3H75GJSB2GEENCX2NB676G,2621303,196941360928,164.99,1
AAB3I766S6WMJO5BJCIYNOZS,T859414,196941360980,164.99,1
O4EYKCTBJERRPHT4GFRAS5XM,Y550518,196941361017,164.99,1
LLXYBB6S7D2LB3GMOXCM7NE6,8452192,196941361000,164.99,1
37DMKY2V5MJ5BQKFPSJ4WDDX,T013982,196941393001,164.99,1
JTCN43PUD7U5GMAVAA5D6HYN,847073P,196941393872,164.99,1
ZFWFLOXCJWRJ7BJPX3ZA2DKB,2539910,196941393902,164.99,1
CMHLXLLRUTLCPBLBZKZNLCIM,461036Z,196941392936,164.99,1
WQBDLA6DWZZPFUVURXJA24IC,V649354,196941392943,164.99,1
XHJOXDMOENHKIB4B2FBLGN5R,442732Q,196941392998,164.99,1
R7XPFU2AOEQGJML63I5N2SK7,8040915,,39.99,2
RX3XYCOBTIOWZAHSOISKR5ND,494519J,,39.99,2
V2ZHGSGWXJW4CLZGLZQVBLQQ,454573W,,39.99,2
KR3KKQJHHOZH7CFXAFREZYR7,384461E,,39.99,2
BQH5UL2L7AAG2VKIRBEI2PCI,2433977,,39.99,0
WGHPHNBDMFVSOK7BZOMRMEO2,416098P,810017615254,17.99,0
YLKMIL5YLADYJAGIA56R7NUN,8200840,811660023090,9.0,14
RK7WR4ZXITSLFRUNGI4M7K64,612576L,705911703667,25.0,0
QLTPGB7VE5ZYITM2VIQPP5MI,8194307,810075311006,35.0,0
RO5NZL5SIP7QGVLDU27CRYL6,4366052,,14.99,0
S4RCAG5DM54P5TTMKPHSVZYX,822667T,,14.99,0
SIG3T7SVCEBBARQNETIXSUXX,C674252,,14.99,0
M2K3IQFMRSLPBGQNAIL55ZJT,348170V,,14.99,0
A4XKVDUIEY7FL6VXG2NLGRYV,1373750,,14.99,1
XSJONM2Y6SKEOQACK3PPBSUO,385077L,,14.99,0
OOWUQFTTSYD3FC56BHVVRNLR,723947S,,14.99,1
FEEKTUPM7ZAS5R6TUWK4NSKC,295500J,,14.99,0
X324T2B5ILG3BG5VDDZSFOJF,W012813,196565162953,155.0,0
NQMVW3ZXJG6F6LXX2E3LQZNS,V036400,196565162946,155.0,0
BRWSXBBJW2BWA4M3Z2HI54M6,703478E,195394085495,59.99,3
EANSG7AEH7Q2XT24XOFGMB4X,938484Q,,60.0,0
LKLJOLRKBKIL6ISEMUECCE72,1117333,,60.0,0
JQHCNZX5MKV42DPOKFRCNUCM,N449399,,60.0,0
BAUXHZCIAF7GSCVZWV7LHZZQ,V301452,,60.0,0
L6QLLNW5E7APHOSLEPFCTTOB,00576680,190340053887,60.0,0
XK2CPM6TRD2VUQPGQYEX722G,667457N,,68.0,0
ILL4LPDLRBDW44UQZYV4K3PG,1227669,196941072807,132.0,0
LYENEUYZCCWBNT4BKEGQUKJN,455990P,889961569289,140.0,0
2FUWBXPRAUGT7JKIUA2O7VF3,4952357,195394136951,100.0,0
EM7DHYIC2KFTUX3A7TJKJQSP,5485737,195719628871,165.0,0
ZAOUZXIBOMSCGTDK2GZIE7IK,2446695,192410928989,175.0,0
BIMVURGAPVD3F55ISMN6LAMX,W691368,196565169570,165.0,0
5RLEBKZJUEVNCR62UF7PXUMN,4115217,196652786932,139.99,0
CZUHSFSUG46GBCZG77LVIZBL,904835N,196652794364,139.99,0
GRNPU7H3DPKVAFXC2G2DX7AS,646839J,196074932177,100.0,1
A2POKPMV6SHYH7KSDFJM7TL7,778479Q,196074994977,130.0,0
7BEGUCHT75G2KD2DIJTXCXEC,E748939,737899629103,18.0,1
GQB5663JGLZU7VLTXOEPYPPJ,993638Q,737899628168,18.0,2
GGWCCNBU6HCPGF55UXVL4WOS,X295759,737899724983,18.0,2
DPJCSE7UOFTRTDABECKLRMLB,F920697,737899647916,18.0,0
HY3VKMLQQYLQ33M3PZOASY25,A138353,195719639198,165.0,0
H5OYVSEXFLTEL4CJDWOTIU2L,L491169,196565541048,140.0,0
44HXDPUCIYMJ5DYMEXC4U5SL,4469364,810075315462,35.0,0
Z4QP4KYMF3X6DCC3PYNRIM5B,P695128,810075315479,35.0,0
6VCJKZMSKP3AERT4HDD7YDU7,4977195,810075315493,35.0,2
XX3CBHMSAMTOGWY5RUI4U4WG,Y569507,810075310238,35.0,0
RUEZIVG6GCY3J3QBJPHVLKKV,N563708,195394305180,160.0,1
2GKY2IJOPV3TVGI7D7YT2BAF,560708A,195394305241,160.0,1
J64C6J272X74TQ4WL2UGCC3K,L058558,196565816818,145.0,1
P3VGGCS76NYHRKDTDXDUBKNT,9119065,196565554697,165.0,0
4BUPVBILZEWJWML2D3IXOKDM,H353065,196565554536,165.0,0
M37SDXRFZ367MVAESSF4T4RM,961908C,196565554550,165.0,0
J44FML7H3FS5BHIAF7D4PRHD,1389719,196565554666,165.0,0
M34JJFXDIHW4ZCZSBETNXZAF,961000R,196565554659,165.0,0
HLJP7P733H44NKOW6SXEF4RX,8193673,195719628789,165.0,0
NRNOJBTYGDN7YLOLZ4YARB3O,R385365,196565554581,165.0,0
CUKO6CSNVII22ZKWBWB5ZTCI,142899M,196074907236,100.0,0
UILOW6CACNPY43TL3DCJT6CN,F530411,,25.0,0
LCTCBUJGFAFMWFDVUURF3N5I,5439844,,25.0,0
KYVNLGAXNDJDAR6QTWG5ZIOY,3725575,,25.0,0
EMYLB5DQ4QH5SYU2DTBIXUZL,6394655,,25.0,0
SCPRLIJVEPKQVOE4BLUGRMXT,9450984,,25.0,0
6X4OWJMEEWE4HBXNG3TIHAVN,1808727,,25.0,0
36JT2EB2JJBSRAXW3LIRGZZ3,C794061,,25.0,0
CWLBTNQ3N4JEHTKPOEFU3M2J,F105290,,25.0,0
L3ABEHAL3JNDSZPFAK5YMZJ2,V837509,,25.0,0
QYHXR6PWOMXKLBS6DQYJSTEN,204694A,,25.0,0
OBP6RFL7SR5LQYQRCW3RPGMY,4659260,,25.0,0
5SSWXX6MO377EZRPMXGRJSO3,175661X,,25.0,0
K5J7CFY6NGYGJKK73PMZLNNX,2316321,,25.0,0
TXRYPSBR7BC6FK5CHSG5S246,324055R,851524007712,24.99,0
VJD6KL3VYK4YBDWLVGCS5YT2,608516Y,,60.0,0
KDG52M6T7LGMOCH6IXJNJP3V,J191358,810075311013,35.0,0
LNY7YA573ULRBJSS76HMCNNI,W693439,672299986060,25.0,1
OKU4T5MAMSVF2Y2HGJAN6ITV,8228769,810075314946,25.0,0
RKSJXCW4MZID5YZWBV6Z6E2Q,C113104,680168540244,35.0,0
MWGJ2MFJWCI4VHNJR3TIQWLM,9637004,811660023588,9.0,0
YYCJ4ZB4XBN6VDSW5DZYDKPC,446043K,,34.99,4
EZBIIYFZG7DXI2WASQUY7VIN,T597071,,34.99,6
CQH5GF7FV7HZOHH5GEDOYGZO,427317N,1 96074 99344 4,100.0,0
KE6Q376PI6PZUFV2RAUM7B7C,5039804,840557121823,18.0,1
FHRYBIC74QQPNUYGGCK5CDK3,3568196,840557121847,18.0,0
4BDRWVT4TVXLCP74MANYPFLX,174518R,840557121854,18.0,2
5IHWAARG7B25D5MWQXUJ6SYR,335721G,840557121700,18.0,2
UGCE4FZVY2ADZMF4AHBLAITV,4812298,840557121717,18.0,0
U7NL6WRNF4WPUOAT7PYVC2CG,9766036,840557121724,18.0,2
4Q3GISKEXNEPAIWXCI5MEBDE,Y857138,840557121731,18.0,1
72Y45OU5IPQL7JNXAOVJKPJ5,231525V,195719639051,165.0,0
5VJCVVWAD3F6LKDF6GRI5K74,355874L,195719637620,165.0,0
SEARBFIWF2CH7MXQM6K7EG5B,989954G,,50.0,0
KTJMU4GO4WDBTBFAZNTKMIB2,456634P,196074845583,120.0,1
DOCA5CGZGOUGCYYNPCA3SZ66,507809R,,29.99,1
KRV73QYDDWWM77KLPG4TKMHJ,487564A,,29.99,2
ZHL65536F4GOO3ZGXYWB3TOS,6513691,,29.99,2
XOTJ5RCU34ROTWRBHN3VXIWM,N341229,,29.99,0
AJJA2GXBOWDXPSBFOF3FQPF4,W049772,,29.99,1
MB2ENDS6IPDEU6RVFL2TWVLK,797908L,,29.99,1
7KMYK3OPGRIN524WSNNFM6MI,T563228,,29.99,0
ENPXWQRFDDV3PFYVZDVEYF6B,157397F,196652901625,139.99,0
ELWNFDBA7AUNVP7I5CROOXMS,B992242,196307586016,110.0,0
2VIABSVYCWFRS7V5SGBNI24O,C124720,195719628727,165.0,0
POX2YY2ESMVOX5XZ2HZKDASJ,660014Z,196565162939,155.0,0
DOEHLOCSMNT6HCDTBKDH4MPI,F765852,850022952616,9.99,2
XRUGBPVFBDFCZZQCLVHYENHO,V504917,889961626654,140.0,0
M3DZCCPSZK3XZEXMSZRBLODE,943090J,889961628184,140.0,1
AKMWF6FGDDCEOWEZL6MYBODO,T532366,889961628238,140.0,1
YCIMCE5LH3BZB5X2G27COWDB,V031200,195719641382,165.0,0
NCSBSNWURL6DVQRZNSVVSVPZ,V716539,196565537348,155.0,0
ZEJT3PEL5ZWGECNKAJ7X57A2,R345801,195719639648,165.0,0
2MTEB2Z7MICAHQ7LV7RUS727,D240713,197634105611,145.0,1
IDPNQTRIWL27ZHWFRHIEYEPV,990615M,197634107455,145.0,1
HPQ66NWJJDR5WAWARCSQJVX5,3285899,814194016897,28.0,1
4F46DCDYX3ULZYJ2RDFVEQSJ,4889038,814194014169,28.0,1
QFZTICOLKKCY7JZFF5XMYVKL,783125E,814194016903,28.0,0
KA3JUUJCEXBS7IQCUTBPAMKR,Q220672,814194013780,28.0,1
7T26LVMYDLZKWEDED5TNJ4MU,P248343,814194012363,28.0,1
TJZCOHQPPMS2UT3JFXREWAVF,631101Y,814194012301,28.0,0
DGAWGA6AT257JK2LGEXLEKLZ,M104071,,28.0,2
Y6HEBCLM7Z52DHWETDVO6MGH,K048851,,28.0,3
HVIEXJEP7BQEVFC2ECT4JHXQ,3873697,,28.0,3
Y7FSRM24VOR77JUNBRWAJAW2,R689432,,28.0,2
VVVDE4KDK4K7IDPQNSKKSBZP,C219067,,28.0,1
P4RHBO4VR6C26UUT4BNO5RZK,Q004556,,29.99,0
5W3TOXW663WPCGXICKQZQT3J,V041897,,29.99,0
UTF3NIWI6BBC7IFHXY5I2L6S,5681594,,29.99,0
CG3W3KNJX6DYDWOIXPUAVCHS,9356669,195394421569,120.0,1
72L6MQYQXHX4TJYHRLFQUWNF,K791074,195394422634,160.0,1
RTKOHEJMECJMPUJBTBU6T4UH,669766X,196074581252,140.0,0
IDJNQMNREQIMCJRLCH4LFZCH,B910088,,64.0,0
MZ7MAST2HMNN6DBEQLH7UW2E,792376F,840557158263,10.0,1
2C6XJIOC2OGVHDK4EE4CGDHD,B673247,840557152926,8.0,2
J7EMSESAW5FMK3ZDKD3JYP3X,608077Q,,55.0,0
XRQAIQMDLH4G3XMXEDW3QP6U,290151Z,,55.0,0
E22PXDFYO5IZXTR3CIFUL5TP,Z779793,197375626048,140.0,1
AOZGUYHFDH7KZK4J7XFRU6VD,581317N,197375626130,140.0,1
R4MLWVMS2SDZ7Q5C4CCIUCOR,C738373,197375489605,140.0,2
NSZVHHRPWLROKLSP6MJNT67H,K782674,197375490144,140.0,1
JGDYUEDG27AYBV54GQZ46Q2P,5394426,197375490120,140.0,1
UF67PZFGL6K5QGDPPJZF2GY6,5743164,197375490229,140.0,0
757XLQILLOJQL32OCMZCDJ7N,277270J,195019445086,120.0,0
5QTYFFEYHQD4ND7DRSMPCAVD,P229840,195394390124,110.0,1
35VZ6MHLKS7ZBITKT7RIJMXP,5004457,196565548122,165.0,0
IUUFLMFFSNNV435GPLBDGMLW,8695557,196565548146,165.0,0
FTBJPOAOKST4GPVBZQJRNBK6,6070140,196565548207,165.0,0
WJOGLNBD4XYA5XYF64HEAQ5S,5027491,196565548160,165.0,0
DPXIANRAMWCGG6Q2RSK46UJI,4852814,196565548115,165.0,0
HOK5RCFC4IVT3UCC46FN722L,7830719,197634072487,165.0,0
CU4LGZ6YL34Q4BSTKULGZG6I,214252E,197634072470,165.0,0
DH6YGACRETWHMDVJF5R5EYJF,508464H,197634072524,165.0,0
PXTOSRJQVWMJ5Q2FTKMPIGJ6,X809593,197634072500,165.0,0
3FMO6YEVS7YQ7VEEPOGUWQQA,R782360,197634072494,165.0,0
CQX6EIDBQYJZP5SCL6U2N44J,136712K,197634072579,165.0,0
4LI6U7MCOXOY6HVOCRSKHXUH,763740S,197375396378,120.0,1
KLOWFGATECF5RRCZ4WD4FI2N,E914687,197375237640,164.99,1
3TEFI3TBGJB366BLCJVOAK5Z,666156J,196565548153,165.0,0
4QIF3VS57TI7BKPMA4TX3FDZ,2730558,196565548214,165.0,0
SMHURN4SEBGIHL3BHHTSZ6ZB,R620376,196565536211,155.0,0
5OEZSAQSXKNGURKQLTQ5IK7D,3980171,196565536273,155.0,0
